"input" "reason" "matches" "symbol" "organism.name" "secondaryIdentifier" "primaryIdentifier" "class" "briefDescription"
"WBGene00006571" "MATCH" "1" "tim-1" "Caenorhabditis elegans" "Y75B8A.22" "WBGene00006571" "Gene" "tim-1 encodes the C. elegans ortholog of mammalian timeless and Drosophila timeout proteins; in C. elegans, TIM-1 activity is essential for regulation of chromatid cohesion and thus, for proper meiotic and mitotic chromosome behavior and normal embryonic development; in addition, TIM-1 appears to also play a role in regulation of developmental timing, controlling the temporal identity of hypodermal seam cells during postembryonic development; during meiosis, TIM-1 activity is required for assembly of non-SMC members of the cohesin complex (REC-8 and SCC-3 in meiosis) onto chromosomes; immunoprecipitation experiments demonstrate that TIM-1 associates with mitotic cohesin subunits SMC-1, SMC-3, SCC-1, and SCC-3 in vivo, although TIM-1 is unlikely to be a core member of the cohesin complex but instead likely functions to regulate localization of non-SMC cohesin subunits to chromosomes; in mitotic cells, TIM-1 is present diffusely but most intensely in interphase nuclei and by the metaphase-to-anaphase transition, TIM-1 levels are much reduced and excluded from condensed chromatin; in germ cells, TIM-1 is diffuse in pre-meiotic nuclei, disappears abruptly as nuclei enter meiotic prophase, and then reappears in diplotene/diakinesis."
"WBGene00017208" "MATCH" "1" "fbxb-35" "Caenorhabditis elegans" "F07E5.2" "WBGene00017208" "Gene" "This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins; its encoded protein also contains a Pfam-B45 motif of presently unknown function."
"WBGene00017207" "MATCH" "1" "fbxb-6" "Caenorhabditis elegans" "F07E5.1" "WBGene00017207" "Gene" ""
"WBGene00019866" "MATCH" "1" "R04B3.1" "Caenorhabditis elegans" "R04B3.1" "WBGene00019866" "Gene" ""
"WBGene00019867" "MATCH" "1" "R04B3.2" "Caenorhabditis elegans" "R04B3.2" "WBGene00019867" "Gene" "The R04B3.2 gene encodes an ortholog of the human gene LYSOSOMAL GLYCOSYLASPARAGINASE (AGA; OMIM:208400), which when mutated leads to aspartylglucosaminuria (OMIM:208400)."
"WBGene00019875" "MATCH" "1" "mca-2" "Caenorhabditis elegans" "R05C11.3" "WBGene00019875" "Gene" "mca-2 encodes a calcium-transporting ATPase; large-scale RNAi screens indicate that mca-2 activity is required for locomotion and normal rates of postembryonic growth."
"WBGene00020854" "MATCH" "1" "T27C4.1" "Caenorhabditis elegans" "T27C4.1" "WBGene00020854" "Gene" ""
"WBGene00020855" "MATCH" "1" "hpo-36" "Caenorhabditis elegans" "T27C4.2" "WBGene00020855" "Gene" ""
"WBGene00019871" "MATCH" "1" "R04E5.8" "Caenorhabditis elegans" "R04E5.8" "WBGene00019871" "Gene" ""
"WBGene00020858" "MATCH" "1" "mop-25.3" "Caenorhabditis elegans" "T27C10.3" "WBGene00020858" "Gene" "mop-25.3 encodes a divergent ortholog of fission yeast Mo25p, budding  yeast Hym1p, Aspergillus nidulans HymA, human CAB39, and human CAB39L;  MOP-25.3 is paralogous to MOP-25.1 and MOP-25.2."
"WBGene00017210" "MATCH" "1" "F07E5.5" "Caenorhabditis elegans" "F07E5.5" "WBGene00017210" "Gene" ""
"WBGene00006567" "MATCH" "1" "tgt-2" "Caenorhabditis elegans" "Y39B6A.35" "WBGene00006567" "Gene" ""
"WBGene00006568" "MATCH" "1" "thk-1" "Caenorhabditis elegans" "Y43C5A.5" "WBGene00006568" "Gene" ""
"WBGene00020852" "MATCH" "1" "nhr-228" "Caenorhabditis elegans" "T27B7.6" "WBGene00020852" "Gene" ""
"WBGene00005271" "MATCH" "1" "srh-48" "Caenorhabditis elegans" "C06C3.6" "WBGene00005271" "Gene" ""
"WBGene00018598" "MATCH" "1" "F48C1.5" "Caenorhabditis elegans" "F48C1.5" "WBGene00018598" "Gene" ""
"WBGene00017269" "MATCH" "1" "eco-1" "Caenorhabditis elegans" "F08F8.4" "WBGene00017269" "Gene" ""
"WBGene00017268" "MATCH" "1" "hmgr-1" "Caenorhabditis elegans" "F08F8.2" "WBGene00017268" "Gene" ""
"WBGene00018599" "MATCH" "1" "F48C1.6" "Caenorhabditis elegans" "F48C1.6" "WBGene00018599" "Gene" ""
"WBGene00018594" "MATCH" "1" "aman-3" "Caenorhabditis elegans" "F48C1.1" "WBGene00018594" "Gene" "aman-3 encodes a Co(II)-activated alpha-mannosidase II, orthologous tohuman MAN2C1; AMAN-3 is predicted to remove mannose residues from theN-linked oligosaccharides of glycoproteins; AMAN-3 contains threepredicted N-glycosylation sites; AMAN-3 is biochemically active invitro, with a pH optimum of 6.5; AMAN-3 requires either Co(II) or Mn(II)for activity, preferring the former ion; since aman-2(tm1078) mutantsalmost completely lack paucimannosidic glycans, the function of AMAN-3in vivo is unclear."
"WBGene00017263" "MATCH" "1" "F08F3.6" "Caenorhabditis elegans" "F08F3.6" "WBGene00017263" "Gene" "This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins."
"WBGene00018593" "MATCH" "1" "F48B9.8" "Caenorhabditis elegans" "F48B9.8" "WBGene00018593" "Gene" ""
"WBGene00017265" "MATCH" "1" "snpc-1.3" "Caenorhabditis elegans" "F08F3.9" "WBGene00017265" "Gene" ""
"WBGene00018595" "MATCH" "1" "fbxa-145" "Caenorhabditis elegans" "F48C1.2" "WBGene00018595" "Gene" "This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins."
"WBGene00017261" "MATCH" "1" "acl-6" "Caenorhabditis elegans" "F08F3.2" "WBGene00017261" "Gene" "acl-6 encodes a mitochondrial glycerol-3-phosphate acyltransferase; acl-6 is predicted to play a role in triacylglycerol biosynthesis, and acl-6 expression is upregulated in animals during dauer larval development in response to direct exposure to daumone."
"WBGene00006599" "MATCH" "1" "tpa-1" "Caenorhabditis elegans" "B0545.1" "WBGene00006599" "Gene" "tpa-1 encodes two protein kinase C isoforms, TPA-1A and TPA-1B; analysis of tpa-1 mutations indicates that at least one TPA-1 isoform plays a role in nicotine-induced adaptation and that both isoforms appear to play a role in gpa-12/G protein-mediated signaling that modulates feeding and growth."
"WBGene00006596" "MATCH" "1" "top-3" "Caenorhabditis elegans" "Y56A3A.27" "WBGene00006596" "Gene" "top-3 encodes DNA topoisomerase IIIalpha."
"WBGene00006594" "MATCH" "1" "tom-1" "Caenorhabditis elegans" "M01A10.2" "WBGene00006594" "Gene" "tom-1 encodes a tomosyn ortholog that inhibits synaptic vesicle priming; TOM-1 is orthologous to human tomosyn-1 and tomosyn-2, and to Drosophila lethal(2)giant larvae; TOM-1 protein binds RIC-4 (SNAP-25) and UNC-64 (syntaxin) in vitro; tom-1 has two hypomorphic mutant alleles, tom-1(nu468) and tom-1(ok285), which confer aldicarb hypersensitivity, probably from excess cholinergic neurotransmission; tom-1 mutants have reduced brood sizes, mildly defective locomotion, and prolonged responses to neurotransmission due to a defect in presynaptic neurons; tom-1 mutants have normal axonal morphology and numbers of synapses, but abnormally high numbers of neuronal vesicles next to the presynaptic membrane; the tom-1(ok285) mutation suppresses the aldicarb resistance and deficient number of presynaptic membrane-apposed vesicles seen in unc-13(s69) mutants."
"WBGene00006595" "MATCH" "1" "top-1" "Caenorhabditis elegans" "M01E5.5" "WBGene00006595" "Gene" "top-1 encodes the C. elegans DNA topoisomerase I ortholog; TOP-1 exhibits DNA topoisomerase I activity in vitro and in vivo, this activity is required for normal gonad, germline, and embryonic development; top-1 mRNA is expressed throughout the gonad and during early embryogenesis, with mRNA levels nearly gone by hatching; TOP-1 protein levels are highest in embryos and L1 larvae, decrease by the L3 larval stage and then increase again during L4 and adult stages; in meiotic cells, oocytes, and early embryos, TOP-1 localizes to nuclei, while in later embryos TOP-1 is found in gut nucleoli; during cell division of 1-, 2-, and 4-cell embryos, TOP-1 also localizes to centrosomes."
"WBGene00006592" "MATCH" "1" "dpy-31" "Caenorhabditis elegans" "R151.5" "WBGene00006592" "Gene" "dpy-31 encodes an astacin zinc-metalloprotease of the BMP-1 (bone morphogenetic protein-1)/TOLLOID family; dpy-31 activity is required for proper cuticle formation and thus for normal body morphology; in addition, dpy-31 is essential for embryonic and larval development at 25 degrees C; genetic and immunofluorescence studies suggest that DPY-31 functions as an endopeptidase that is required for processing, and ultimately proper extracellular assembly, of the SQT-3 cuticle collagen; dpy-31 is expressed in most hypodermal cells, with the exception of larval stage seam cells, throughout the life cycle with particularly strong expression seen during embryonic and larval stages; dpy-31 is also expressed in some head neurons, the amphid socket cells, rectal epithelial cells, and vulval epithelial cells in L4 larvae and adults."
"WBGene00006593" "MATCH" "1" "tol-1" "Caenorhabditis elegans" "C07F11.1" "WBGene00006593" "Gene" "tol-1 encodes a predicted transmembrane protein that is the sole C. elegans Toll-like receptor (TLR); TOL-1 is required for proper embryonic development and for pathogen avoidance behavior, and is expressed primarily in the nervous system."
"WBGene00006590" "MATCH" "1" "toc-1" "Caenorhabditis elegans" "ZC395.3" "WBGene00006590" "Gene" "toc-1 encodes an integral membrane protein with similarity to divalent metal ion transporters; by homology, TOC-1 is predicted to function in regulation of intracellular metal ion (particularly zinc) homeostasis; toc-1 is the upstream gene in an operon with clk-1, a timing gene that is necessary for ubiquinone biosynthesis; RNAi experiments directed against toc-1 sequences result in egg-laying defects, abnormal body coloration, retarded postembryonic growth rates, and generally sick animals."
"WBGene00006591" "MATCH" "1" "toh-1" "Caenorhabditis elegans" "T24A11.3" "WBGene00006591" "Gene" "toh-1 encodes an astacin-like metalloprotease; TOH-1 is predicted to function as a secreted protease; experiments that specifically assessed toh-1's role in molting indicate that toh-1(RNAi) causes no abnormal phenotypes."
"WBGene00017277" "MATCH" "1" "F09C12.2" "Caenorhabditis elegans" "F09C12.2" "WBGene00017277" "Gene" "F09C12.2 encodes a kinase most closely related to mitogen-activated protein (MAP) kinases; as loss of F09C12.2 activity via mutation or large-scale RNAi results in no obvious defects, the precise role of F09C12.2 in C. elegans development and/or behavior is not yet known."
"WBGene00043534" "MATCH" "1" "W02B12.13" "Caenorhabditis elegans" "W02B12.13" "WBGene00043534" "Gene" ""
"WBGene00017274" "MATCH" "1" "F08F8.9" "Caenorhabditis elegans" "F08F8.9" "WBGene00017274" "Gene" ""
"WBGene00017273" "MATCH" "1" "gos-28" "Caenorhabditis elegans" "F08F8.8" "WBGene00017273" "Gene" ""
"WBGene00017275" "MATCH" "1" "F08F8.10" "Caenorhabditis elegans" "F08F8.10" "WBGene00017275" "Gene" ""
"WBGene00017272" "MATCH" "1" "F08F8.7" "Caenorhabditis elegans" "F08F8.7" "WBGene00017272" "Gene" ""
"WBGene00017271" "MATCH" "1" "F08F8.6" "Caenorhabditis elegans" "F08F8.6" "WBGene00017271" "Gene" ""
"WBGene00017238" "MATCH" "1" "snrp-3" "Caenorhabditis elegans" "F08B4.7" "WBGene00017238" "Gene" ""
"WBGene00017237" "MATCH" "1" "pole-2" "Caenorhabditis elegans" "F08B4.5" "WBGene00017237" "Gene" ""
"WBGene00019899" "MATCH" "1" "R05G6.5" "Caenorhabditis elegans" "R05G6.5" "WBGene00019899" "Gene" ""
"WBGene00017239" "MATCH" "1" "F08B6.1" "Caenorhabditis elegans" "F08B6.1" "WBGene00017239" "Gene" ""
"WBGene00017245" "MATCH" "1" "srpa-72" "Caenorhabditis elegans" "F08D12.1" "WBGene00017245" "Gene" ""
"WBGene00017244" "MATCH" "1" "apy-1" "Caenorhabditis elegans" "F08C6.6" "WBGene00017244" "Gene" "apy-1 encodes a membrane-bound uridine diphosphatase (UDPase, endo-apyrase) orthologous to human CANT1 and paralogous to ZK563.7; APY-1 is required for repression of the unfolded protein response of stressed endoplasmic reticulum (ER), for normally organized pharynx and thin muscle fibers in adults, and for normally high fertility, rapid growth, and long lifespan; apy-1 is transcriptionally activated by tunicamycin, 6% EtOH, or excess heat (25 degrees C), each of which stresses the ER, and this activation requires both ATF-6 and IRE-1; APY-1 can hydrolyze either UDP or GDP, but has more activity with UDP."
"WBGene00018578" "MATCH" "1" "F47G3.3" "Caenorhabditis elegans" "F47G3.3" "WBGene00018578" "Gene" ""
"WBGene00017241" "MATCH" "1" "pcyt-1" "Caenorhabditis elegans" "F08C6.2" "WBGene00017241" "Gene" "pcyt-1 encodes a lipid-activated CTP:phosphocholine cytidylyltransferase (CCT), with CCT activity in vitro; recombinant PCYT-1 is most activated by a 1:1 mixture of phosphatidylcholine:oleate vesicles; an inhibitory 21-residue segment (residues 246-266) is critical for specific activation of PCYT-1 by lipids, since deletion or mutation of this segment causes PCYT-1 to be constitutively active without its normal lipid substrate."
"WBGene00018572" "MATCH" "1" "lin-42" "Caenorhabditis elegans" "F47F6.1" "WBGene00018572" "Gene" "lin-42 encodes three PAS domain-containing proteins orthologous to insect and vertebrate Period proteins that function in regulation of circadian rhythms; during larval development, lin-42 functions in the heterochronic pathway to regulate developmental switches that occurs in multiple tissues, including the hypodermis, gonad, sex myoblasts, and vulva; genetic analysis suggests that, in the hypodermis, lin-42 acts downstream of lin-46 and in the hypodermis and gonad, in parallel to daf-12 and upstream of lin-29; lin-42 mRNA levels oscillate during larval development with peak levels seen during intermolts and low levels seen during ecdysis and after the L4-to-adult molt; LIN-42 protein appears to be a widely expressed nuclear protein whose levels also fluctuate during larval stages, with peak protein typically seen towards the latter half of each larval stage in a cell type-specific manner, and then disappearing during each successive molt; in addition to three PAS domain-containing proteins, lin-42 also encodes a protein that lacks the PAS domain; transformation rescue experiments indicate that the LIN-42 isoform lacking the PAS domain is sufficient for rescue when present in multiple copies."
"WBGene00017240" "MATCH" "1" "calu-2" "Caenorhabditis elegans" "F08B6.3" "WBGene00017240" "Gene" ""
"WBGene00020883" "MATCH" "1" "fbxa-64" "Caenorhabditis elegans" "T28A11.21" "WBGene00020883" "Gene" "This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins; this gene's encoded protein also contains an FTH/DUF38 motif, which may also mediate protein-protein interaction."
"WBGene00020897" "MATCH" "1" "del-10" "Caenorhabditis elegans" "T28D9.7" "WBGene00020897" "Gene" ""
"WBGene00018586" "MATCH" "1" "ubxn-3" "Caenorhabditis elegans" "F48A11.5" "WBGene00018586" "Gene" "ubxn-3 encodes one of six C. elegans UBX (ubiquitin regulatory X) domain-containing proteins."
"WBGene00017255" "MATCH" "1" "F08D12.12" "Caenorhabditis elegans" "F08D12.12" "WBGene00017255" "Gene" ""
"WBGene00017257" "MATCH" "1" "F08F1.3" "Caenorhabditis elegans" "F08F1.3" "WBGene00017257" "Gene" ""
"WBGene00017252" "MATCH" "1" "sdz-10" "Caenorhabditis elegans" "F08D12.9" "WBGene00017252" "Gene" "This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins; its encoded protein also contains a Pfam-B45 motif of presently unknown function."
"WBGene00018582" "MATCH" "1" "F48A9.2" "Caenorhabditis elegans" "F48A9.2" "WBGene00018582" "Gene" ""
"WBGene00017251" "MATCH" "1" "fbxb-105" "Caenorhabditis elegans" "F08D12.8" "WBGene00017251" "Gene" "This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins; its encoded protein also contains a Pfam-B45 motif of presently unknown function."
"WBGene00018585" "MATCH" "1" "F48A11.4" "Caenorhabditis elegans" "F48A11.4" "WBGene00018585" "Gene" ""
"WBGene00017254" "MATCH" "1" "fbxb-111" "Caenorhabditis elegans" "F08D12.11" "WBGene00017254" "Gene" "This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins; its encoded protein also contains a Pfam-B45 motif of presently unknown function."
